RTM_price
2.76
1.39
14.91
12.7
16.91
17
7.59
21.03
19.08
20.21
12.72
15.68
16.06
17.43
18.27
18.28
16.38
16.32
20.22
11.81
31.92
16.08
19.56
14.75
13.04
21.17
25.88
13.21
11.36
20.81
17.27
18.47
12.31
20.13
17.92
15.99
8.96
21.46
13.73
18.85
27.1
18.86
18
15.71
17.54
12.71
14.6
22.87
43.02
19.14
18.79
18.97
9.76
16.76
14.62
20.96
10.88
27.63
17.16
21.73
25.12
16.53
18.55
19.02
18.07
13.37
12.44
21.2
17.66
13.55
19.77
14.87
19.05
16.28
23.79
17.98
17.48
18.52
-20.58
1.95
19.92
15.44
14.24
15.82
15.62
17.78
-21.21
9.87
15.91
16.34
10.42
12.03
31.7
33.27
14.03
12.92
19.68
27.91
16.95
100
20.24
13.89
8.89
16.01
19.76
11.96
14.58
19.12
2.41
100
20.79
12.8
21.55
20.62
12.38
40.37
16.28
15.43
21.89
13.4
19.01
23.31
20.06
19.79
13.51
57.25
16.82
12.73
8.63
7.92
100
13.91
14.65
17.1
17.86
16
10.91
51.98
22.02
13.47
17.18
19.66
16.52
17.72
31.21
14.76
13.45
0.96
23.7
79.78
1.19
15.65
16.96
15.03
13.51
18.57
15.85
15.12
19.31
16.71
16.38
10.35
10.3
11.89
18.71
23.47
16.61
21.37
15.11
12.47
12.92
25.48
15.63
39.3
8.33
13.02
14.72
7.27
17.75
16.38
14.31
1.37
21.16
12.02
10.23
40.95
14.14
15.2
17.49
17.86
12.07
14.69
11.57
16.45
35.36
18.18
13.33
18.28
19.89
20.23
26.57
25.5
20.09
14.27
100
19.29
-0.68
14.83
12.89
16.6
9.06
18.85
7.02
23.03
15.22
21.1
20.29
31.99
22.22
17.97
10.9
10.02
16.9
20.16
21.59
19.52
9.26
17.31
16.53
20.48
18.3
18.33
11.95
20.16
34.1
17.77
20.07
13.04
16.83
20.88
15.92
18.69
29.22
9.73
12.25
21.32
13.37
12.2
